surname,forename,initials,age_text,honours_awards,date_of_death,date_of_death2,rank,regiment,unitshipsquadron,Country,servicenumberexport,cemeterymemorial,gravereference,additionalinformation
ASHTON,,W,,,10/07/1916,,Private,Royal Welsh Fusiliers,14th Bn.,France,'20924',"DANTZIG ALLEY BRITISH CEMETERY, MAMETZ",II. K. 8.,
ASHTON,,W,,,25/06/1915,,Private,Manchester Regiment,1st/10th Bn.,Greece,'2212',EAST MUDROS MILITARY CEMETERY,I. C. 58.,
ASHTON,,W,,,04/05/1916,,Lance Serjeant,Cheshire Regiment,10th Bn.,France,'13010',"ECOIVRES MILITARY CEMETERY, MONT-ST. ELOI",I. H. 18.,
ASHTON,,W,,,17/12/1915,,Private,Royal Warwickshire Regiment,1st Garrison Bn.,Sudan,'14102',KHARTOUM WAR CEMETERY,7. C. 6.,
ASHTON,,W A,,,22/09/1916,,Private,Queen's Own (Royal West Kent Regiment),,United Kingdom,'G/10240',ROCHESTER (STROOD) CEMETERY,C. 432.,
ASHTON,,W E,,,02/09/1918,,Private,Somerset Light Infantry,12th (West Somerset Yeomanry) Bn.,France,'37327',PERONNE COMMUNAL CEMETERY EXTENSION,V. B. 12.,
ASHTON,,W G,,,19/12/1917,,Private,Middlesex Regiment,23rd Bn.,Italy,'41030',"GIAVERA BRITISH CEMETERY, ARCADE",Plot 4. Row B. Grave 10.,
ASHTON,,W H,,,09/10/1917,,Corporal,West Yorkshire Regiment (Prince of Wales's Own),9th Bn.,Belgium,'4/7296',POELCAPELLE BRITISH CEMETERY,XLIII. D. 8.,
ASHTON,,W L,,,09/05/1916,,Private,Manchester Regiment,3rd Bn.,United Kingdom,'29983',HYDE (ST. GEORGE) CHURCHYARD,Spec. Memorial.,
ASHTON,,W L,,,20/12/1916,,Private,1st Canadian Mounted Rifles Battalion,,France,'225311',"LOUEZ MILITARY CEMETERY, DUISANS",III. E. 2.,
ASHTON HILL,ROBERT,R,44,,27/09/1944,,Lance Corporal,Hong Kong Volunteer Defence Corps,,Japan,'3893',YOKOHAMA WAR CEMETERY,Brit. Sec. G. A. 3.,"Son of Frederick William and Margaret Jane Hill, of Liverpool; husband of Ruth Emily Hill, of Swindon, Wiltshire. M.Sc. (Liverpool)."
BURCHARDT-ASHTON,,A E,,,11/07/1916,,Lance Corporal,Royal Fusiliers,22nd,Belgium,'8219',LA LAITERIE MILITARY CEMETERY,II. C. 15.,
